Time,Temperature,Humidity,,,
5/18/2021 4:00,21.2,35.2,,,
5/18/2021 6:00,20.9,36.9,,,
5/18/2021 8:00,21.2,34.8,,,
5/18/2021 10:00,21.7,34.3,,,
5/18/2021 12:00,22.4,32.8,,,
5/18/2021 14:00,22.4,34.3,,,
5/18/2021 16:00,22.2,35,,,
5/18/2021 18:00,22,34.8,,,
5/18/2021 20:00,21.8,34.9,,,
5/18/2021 22:00,21.7,35,,,
5/19/2021 0:00,21.6,35.5,,,
5/19/2021 2:00,21.5,36.5,,,
5/19/2021 4:00,21.1,38.3,,,
5/19/2021 6:00,21,40,,,
5/19/2021 8:00,21.1,39.4,,,
5/19/2021 10:00,21.5,36.8,,,
5/19/2021 12:00,22.3,33.3,,,
5/19/2021 14:00,22.7,33.5,,,
5/19/2021 16:00,22.3,33.8,,,
5/19/2021 18:00,21.9,34,,,
5/19/2021 20:00,21.7,32.8,,,
5/19/2021 22:00,21.5,31.8,,,
5/20/2021 0:00,21.4,32,,,
5/20/2021 2:00,21.2,32,,,
5/20/2021 4:00,20.5,33,,,
5/20/2021 6:00,20.1,34.8,,,
5/20/2021 8:00,20.8,33.4,,,
5/20/2021 10:00,21.4,30.9,,,
5/20/2021 12:00,22.5,28.3,,,
5/20/2021 14:00,22.9,29.7,,,
5/20/2021 16:00,22.4,31,,,
5/20/2021 18:00,22,30.5,,,
5/20/2021 20:00,21.8,30.6,,,
5/20/2021 22:00,21.6,31,,,
5/21/2021 0:00,21.4,31.3,,,
5/21/2021 2:00,21.2,32,,,
5/21/2021 4:00,20.8,33.6,,,
5/21/2021 6:00,20.6,36.5,,,
5/21/2021 8:00,20.7,34.5,,,
5/21/2021 10:00,21,34.9,,,
5/21/2021 12:00,21.6,36,,,
5/21/2021 14:00,21.7,35.6,,,
5/21/2021 16:00,21.6,36.3,,,
5/21/2021 18:00,21.4,35.8,,,
5/21/2021 20:00,21.3,35,,,
5/21/2021 22:00,21.2,34.6,,,
5/22/2021 0:00,21.1,34.2,,,
5/22/2021 2:00,21.1,35.2,,,
5/22/2021 4:00,21,37.2,,,
5/22/2021 6:00,21,38.8,,,
5/22/2021 8:00,21.1,38.4,,,
5/22/2021 10:00,21.4,38.9,,,
5/22/2021 12:00,21.9,39,,,
5/22/2021 14:00,22.2,39,,,
5/22/2021 16:00,22,40,,,
5/22/2021 18:00,21.7,40,,,
5/22/2021 20:00,21.6,40,,,
5/22/2021 22:00,21.5,40.3,,,
5/23/2021 0:00,21.4,41.3,,,
5/23/2021 2:00,21.3,42.1,,,
5/23/2021 4:00,21.2,43,,,
5/23/2021 6:00,21.2,43,,,
5/23/2021 8:00,21.1,42.3,,,
5/23/2021 10:00,21.2,42,,,
5/23/2021 12:00,21.9,41,,,
5/23/2021 14:00,22.5,39,,,
5/23/2021 16:00,22.1,39,,,
5/23/2021 18:00,21.8,39.7,,,
5/23/2021 20:00,21.6,40,,,
5/23/2021 22:00,21.4,40.3,,,
5/24/2021 0:00,21.2,41,,,
5/24/2021 2:00,21.1,41,,,
5/24/2021 4:00,21,41,,,
5/24/2021 6:00,20.9,41.1,,,
5/24/2021 8:00,20.9,42.2,,,
5/24/2021 10:00,20.9,43,,,
5/24/2021 12:00,20.9,44,,,
5/24/2021 14:00,20.9,44.8,,,
5/24/2021 16:00,20.8,45.2,,,
5/24/2021 18:00,20.7,46,,,
5/24/2021 20:00,20.7,46,,,
5/24/2021 22:00,20.6,46,,,
5/25/2021 0:00,20.5,46,,,
5/25/2021 2:00,20.4,46.3,,,
5/25/2021 4:00,20.3,47.8,,,
5/25/2021 6:00,20.3,52.4,,,
5/25/2021 8:00,20.5,54.9,,,
5/25/2021 10:00,20.8,52,,,
5/25/2021 12:00,21.5,48.2,,,
5/25/2021 14:00,22.1,46.7,,,
5/25/2021 16:00,21.6,44.1,,,
5/25/2021 18:00,21.3,42.1,,,
5/25/2021 20:00,21,40.4,,,
5/25/2021 22:00,20.8,39,,,
5/26/2021 0:00,20.6,38.1,,,
5/26/2021 2:00,20.3,38,,,
5/26/2021 4:00,19.6,37.4,,,
5/26/2021 6:00,19.2,37.3,,,
5/26/2021 8:00,19.5,35.6,,,
5/26/2021 10:00,20.2,39,,,
5/26/2021 12:00,21.3,41,,,
5/26/2021 14:00,21.9,40.8,,,
5/26/2021 16:00,21.5,40.8,,,
5/26/2021 18:00,21.3,40.8,,,
5/26/2021 20:00,21.1,41,,,
5/26/2021 22:00,21,41.2,,,
5/27/2021 0:00,20.8,42,,,
5/27/2021 2:00,20.7,42.4,,,
5/27/2021 4:00,20.5,44.6,,,
5/27/2021 6:00,20.5,46.7,,,
5/27/2021 8:00,20.9,46.4,,,
5/27/2021 10:00,21.3,44.8,,,
5/27/2021 12:00,21.3,48.7,,,
5/27/2021 14:00,21.5,51,,,
5/27/2021 16:00,21.4,50.2,,,
5/27/2021 18:00,21.3,48.5,,,
5/27/2021 20:00,21.2,47.4,,,
5/27/2021 22:00,21,46,,,
5/28/2021 0:00,20.8,44.4,,,
5/28/2021 2:00,20.6,43.2,,,
5/28/2021 4:00,20.1,41.4,,,
