Time,Temperature,Humidity,CO2,tvoc,illumination
4/3/2021 6:00,23.3,19,422,492,0
4/3/2021 8:00,23.3,18.4,424,506,0
4/3/2021 10:00,23.5,17.3,422,395,0.25
4/3/2021 12:00,23.8,16.9,421,413,1.08
4/3/2021 14:00,23.9,16.5,423,394,0.333
4/3/2021 16:00,23.8,16.5,421,372,0
4/3/2021 18:00,23.6,16.5,423,357,0
4/3/2021 20:00,23.4,16,422,329,0
4/3/2021 22:00,23.1,15.5,423,302,0
4/4/2021 0:00,22.9,15,425,277,0
4/4/2021 2:00,22.7,15.4,428,273,0
4/4/2021 4:00,22.5,15.8,437,273,0
4/4/2021 6:00,22.4,16.5,440,284,0
4/4/2021 8:00,22.3,16.2,434,284,0
4/4/2021 10:00,22.5,16,428,308,0.333
4/4/2021 12:00,22.7,15.7,424,321,1.09
4/4/2021 14:00,23,15,421,311,0.333
4/4/2021 16:00,22.9,15,421,302,0
4/4/2021 18:00,22.8,15.8,427,306,0
4/4/2021 20:00,22.6,17.4,434,326,0
4/4/2021 22:00,22.5,18.3,444,336,0
4/5/2021 0:00,22.4,19.2,456,351,0
4/5/2021 2:00,22.4,20,466,370,0
4/5/2021 4:00,22.3,20.5,465,371,0
4/5/2021 6:00,22.3,20.8,462,378,0
4/5/2021 8:00,22.4,20.6,444,397,0
4/5/2021 10:00,22.7,20.8,431,479,0.417
4/5/2021 12:00,23,21,424,611,0.4
4/5/2021 14:00,23.2,20.8,423,627,0.25
4/5/2021 16:00,23.2,20.3,420,572,0
4/5/2021 18:00,23.1,20.5,427,550,0
4/5/2021 20:00,23,21.2,439,603,0
4/5/2021 22:00,22.8,21.5,448,546,0
4/6/2021 0:00,22.6,20.9,432,435,0
4/6/2021 2:00,22.4,18,418,320,0
4/6/2021 4:00,22.3,16.6,412,287,0
4/6/2021 6:00,22.1,14.7,418,231,0
4/6/2021 8:00,22.1,13.5,420,218,0
4/6/2021 10:00,22.2,12.8,418,208,0
4/6/2021 12:00,22.2,12.7,418,209,0.0327
4/6/2021 14:00,22.3,12.7,418,210,0.0654
4/6/2021 16:00,22.3,12.6,418,211,0.0981
4/6/2021 18:00,22.3,12.6,418,212,0.131
4/6/2021 20:00,22.4,12.5,418,213,0.163
4/6/2021 22:00,22.4,12.5,418,214,0.196
4/7/2021 0:00,22.5,12.4,418,215,0.229
4/7/2021 2:00,22.5,12.4,418,216,0.262
4/7/2021 4:00,22.5,12.3,418,217,0.294
4/7/2021 6:00,22.6,12.3,417,218,0.327
4/7/2021 8:00,21.6,15.2,494,324,17.3
4/7/2021 10:00,21.2,15.5,494,652,39.1
4/7/2021 12:00,21.3,14.3,542,370,86
4/7/2021 14:00,21.4,14.5,470,290,1
4/7/2021 16:00,21.4,14.6,432,252,0
4/7/2021 18:00,21.2,14,426,212,0
4/7/2021 20:00,21.1,14,422,202,0
4/7/2021 22:00,21,14.7,420,205,0
4/8/2021 0:00,20.9,15.9,428,227,0
4/8/2021 2:00,20.9,16.6,433,243,0
4/8/2021 4:00,19.7,17.5,447,168,7
4/8/2021 6:00,18.3,19.9,641,535,58.2
4/8/2021 8:00,20,17.9,653,563,59.9
4/8/2021 10:00,20,15.7,477,263,111
4/8/2021 12:00,20.3,14.8,447,314,105
4/8/2021 14:00,20.6,15.8,447,327,0.556
4/8/2021 16:00,20.6,16.2,424,305,0
4/8/2021 18:00,20.6,17.4,437,328,0
4/8/2021 20:00,20.6,18.1,452,332,0
4/8/2021 22:00,20.6,19.3,455,346,0
4/9/2021 0:00,20.6,19.4,451,342,0
4/9/2021 2:00,20.5,19.5,454,336,0
4/9/2021 4:00,19.7,21.2,461,302,1.92
4/9/2021 6:00,18.7,25,690,965,43
4/9/2021 8:00,20.1,21.3,650,828,67.6
4/9/2021 10:00,20.3,19.5,477,609,84.3
4/9/2021 12:00,20.9,22.3,464,805,44
4/9/2021 14:00,21,23.4,442,857,0.167
4/9/2021 16:00,21.1,24,444,806,13.1
4/9/2021 18:00,21.2,23.3,439,916,0
4/9/2021 20:00,21.1,23.3,441,878,0
4/9/2021 22:00,21.1,23.9,453,898,0
4/10/2021 0:00,21.1,24.4,461,912,0
4/10/2021 2:00,21,25.3,475,962,0
4/10/2021 4:00,21,26,496,1020,0
4/10/2021 6:00,21,26.5,506,1079,0
4/10/2021 8:00,21.1,25.7,470,1035,0
4/10/2021 10:00,21.2,24.6,442,949,0
4/10/2021 12:00,21.3,24.8,437,922,0
4/10/2021 14:00,21.3,25.2,435,939,0
4/10/2021 16:00,21.3,25.3,436,994,0
4/10/2021 18:00,21.3,25.5,441,988,0
4/10/2021 20:00,21.3,26.1,462,1067,0
4/10/2021 22:00,21.3,27,486,1126,0
4/11/2021 0:00,21.2,27.5,487,1138,0
4/11/2021 2:00,21.2,28.8,456,1235,0
4/11/2021 4:00,21.2,30,453,1395,0
4/11/2021 6:00,21.3,30.8,457,1518,0
4/11/2021 8:00,21.4,32.1,448,1641,0
4/11/2021 10:00,21.4,32.7,440,1699,0
4/11/2021 12:00,21.5,32.3,437,1622,0
4/11/2021 14:00,21.5,31.3,434,1564,0.167
4/11/2021 16:00,21.5,31,434,1550,0
4/11/2021 18:00,21.5,31.5,446,1631,0
4/11/2021 20:00,21.4,31.6,457,1623,0
4/11/2021 22:00,21.4,31.8,470,1628,0
4/12/2021 0:00,21.4,32.1,480,1642,0
4/12/2021 2:00,21.4,32.5,480,1652,0
4/12/2021 4:00,21.2,34.3,488,1641,0.667
4/12/2021 6:00,20.6,40,595,1873,41.6
4/12/2021 8:00,20.9,40.1,529,2170,58.8
4/12/2021 10:00,19.2,43.8,447,1274,24.5
4/12/2021 12:00,17.9,41.2,459,729,29.8
4/12/2021 14:00,19.1,37.1,464,1456,0.583
4/12/2021 16:00,19.4,33.7,445,1431,0
4/12/2021 18:00,19.5,32.1,435,1336,0
4/12/2021 20:00,19.6,31.1,432,1216,0
4/12/2021 22:00,19.6,30.2,429,1106,0
4/13/2021 0:00,19.6,29.6,429,1033,0
4/13/2021 2:00,19.6,28.1,425,895,0
