Time,Temperature,Humidity,,,
5/24/2021 22:00,20.1,45,,,
5/25/2021 0:00,20,45,,,
5/25/2021 2:00,19.9,45.4,,,
5/25/2021 4:00,19.9,46.2,,,
5/25/2021 6:00,19.9,50.1,,,
5/25/2021 8:00,20.1,52.2,,,
5/25/2021 10:00,20.4,53.6,,,
5/25/2021 12:00,20.8,50.7,,,
5/25/2021 14:00,21.1,47.3,,,
5/25/2021 16:00,21.1,45.1,,,
5/25/2021 18:00,21,46.3,,,
5/25/2021 20:00,20.7,45.5,,,
5/25/2021 22:00,20.5,44.6,,,
5/26/2021 0:00,20.3,43.9,,,
5/26/2021 2:00,20,43,,,
5/26/2021 4:00,19.8,41.9,,,
5/26/2021 6:00,19.6,40.7,,,
5/26/2021 8:00,19.7,39,,,
5/26/2021 10:00,20.3,42.5,,,
5/26/2021 12:00,20.9,43.8,,,
5/26/2021 14:00,21.4,42.6,,,
5/26/2021 16:00,21.3,43.2,,,
5/26/2021 18:00,21.2,46.2,,,
5/26/2021 20:00,21,45.3,,,
5/26/2021 22:00,20.8,45,,,
5/27/2021 0:00,20.7,45,,,
5/27/2021 2:00,20.5,45,,,
5/27/2021 4:00,20.4,45.6,,,
5/27/2021 6:00,20.3,49,,,
5/27/2021 8:00,20.8,49,,,
5/27/2021 10:00,21.2,48.5,,,
5/27/2021 12:00,21.2,50.8,,,
5/27/2021 14:00,21.2,52.3,,,
5/27/2021 16:00,21.3,53.2,,,
5/27/2021 18:00,21.2,51.4,,,
5/27/2021 20:00,21,50.3,,,
5/27/2021 22:00,20.9,49.3,,,
5/28/2021 0:00,20.7,48,,,
5/28/2021 2:00,20.5,47.1,,,
5/28/2021 4:00,20.3,45.8,,,
5/28/2021 6:00,20.1,43.9,,,
5/28/2021 8:00,20.3,41,,,
