Time,Temperature,Humidity,CO2,tvoc,illumination
4/3/2021 6:00,25.3,19,493,182,116
4/3/2021 8:00,25.7,19.3,490,193,180
4/3/2021 10:00,26.4,19.5,488,237,353
4/3/2021 12:00,27,19.5,486,269,429
4/3/2021 14:00,27.1,18.5,484,253,332
4/3/2021 16:00,26.4,18.1,485,204,26.8
4/3/2021 18:00,25.6,17.9,491,182,0
4/3/2021 20:00,25.1,17.4,489,149,0
4/3/2021 22:00,24.5,17,489,123,0
4/4/2021 0:00,24.1,16.8,489,97.2,0
4/4/2021 2:00,23.6,16.5,492,54.8,0
4/4/2021 4:00,23.2,17,498,14.9,4.33
4/4/2021 6:00,22.9,17.4,504,3,47.4
4/4/2021 8:00,23.6,18,502,53.3,174
4/4/2021 10:00,24.4,18.7,496,137,341
4/4/2021 12:00,25.2,18.7,492,192,446
4/4/2021 14:00,25.9,17.4,486,213,455
4/4/2021 16:00,25.3,16.8,483,178,28.5
4/4/2021 18:00,24.6,16.8,485,149,0
4/4/2021 20:00,24,17.4,492,129,0
4/4/2021 22:00,23.6,18.1,506,97.3,0
4/5/2021 0:00,23.2,18.9,518,62.8,0
4/5/2021 2:00,23,19.8,529,57.8,0
4/5/2021 4:00,22.9,20.4,532,49.3,4.75
4/5/2021 6:00,22.9,20.8,529,45.2,47.6
4/5/2021 8:00,23.6,21,516,97.3,171
4/5/2021 10:00,24.5,20.8,503,154,269
4/5/2021 12:00,24.9,20.5,495,168,138
4/5/2021 14:00,25,20.5,487,172,193
4/5/2021 16:00,24.6,20.5,484,170,30.9
4/5/2021 18:00,24.1,20.7,487,148,0
4/5/2021 20:00,23.8,21,498,132,0
4/5/2021 22:00,23.4,21.5,507,119,0
4/6/2021 0:00,23,21.5,504,102,0
4/6/2021 2:00,22.7,19.6,491,45.5,0
4/6/2021 4:00,22.6,18,486,4.58,4.25
4/6/2021 6:00,22.5,16.5,490,4.92,49.3
4/6/2021 8:00,23.3,16.3,489,67.3,172
4/6/2021 10:00,24,16.2,484,108,301
4/6/2021 12:00,24,16.1,484,112,292
